provider,category,product,service_type,region_code,region_name,sku_or_plan,cpu_vcpu,memory_gb,storage_gb,gpu,price_amount,price_unit,currency,billing_basis,notes,source_url,fetched_at
Azure,cloud_major,Virtual Machines DSv2 Series,vm,westus3,US West 3,Standard_DS12_v2,,,,none,0.299,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DS12 v2; sku=DS12 v2.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Basv2 Series Cloud Services,vm,australiaeast,AU East,Standard_B4as_v2,,,,none,0.0834,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B4as v2 Low Priority; sku=B4as v2 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ddv5 Series,vm,eastasia,AP East,Standard_D16d_v5,,,,none,0.229152,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D16d v5 Spot; sku=Standard_D16d_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DCasv6 series,vm,eastus,US East,Standard_DC48as_v6,,,,none,0.436454,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC48asv6 Spot; sku=DC48asv6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Famdsv7 Series,vm,japaneast,JA East,Standard_F4-2amds_v7,,,,none,0.104966,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F4-2amds v7 Spot; sku=F4-2amds v7 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dnldsv6 Series Linux,vm,southeastasia,AP Southeast,Standard_D8nlds_v6,,,,none,0.643,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D8nlds v6; sku=D8nlds v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,ECasv5-series Linux,vm,uksouth,UK South,Standard_EC8as_v5,,,,none,0.106,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC8as_v5 Low Priority; sku=Standard_EC8as_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv7-series Linux,vm,westeurope,EU West,Standard_E32s_v7,,,,none,3.468,hour,USD,Consumption,Azure Retail Prices API raw row; meter=Standard_E32s_v7; sku=Standard_E32s_v7.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dplsv5 Series,vm,westus3,US West 3,Standard_D16pls_v5,,,,none,0.109,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D16pls v5 Low Priority; sku=Standard_D16pls_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines FX Series,vm,australiaeast,AU East,Standard_FX12mds,,,,none,1.356,hour,USD,Consumption,Azure Retail Prices API raw row; meter=FX12mds; sku=Standard_FX12mds.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Famdsv7 Series,vm,eastasia,AP East,Standard_F16-4amds_v7,,,,none,0.445922,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F16-4amds v7 Spot; sku=F16-4amds v7 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines NVadsV710v5 Series,vm,eastus,US East,Standard_NV4ads_V710_v5,,,,none,0.0667,hour,USD,Consumption,Azure Retail Prices API raw row; meter=NV4adsV710v5 Low Priority; sku=NV4adsV710v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines F Series,vm,japaneast,JA East,Standard_F1,,,,none,0.011642,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F1/F1s Spot; sku=F1 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines BS Series,vm,southeastasia,AP Southeast,Standard_B12ms,,,,none,0.634,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B12ms; sku=B12ms.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines NCadsH100v5 Series,vm,uksouth,UK South,Standard_NC80adis_H100_v5,,,,none,17.45,hour,USD,Consumption,Azure Retail Prices API raw row; meter=NC80adisH100v5; sku=NC80adisH100v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv4 Series,vm,westeurope,EU West,Standard_E80ids_v4,,,,none,1.384,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E80ids v4 Low Priority; sku=E80ids v4 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dsv4 Series,vm,westus3,US West 3,Standard_D32s_v4,,,,none,1.536,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D32s v4; sku=D32s v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Bsv2 Series Cloud Services,vm,australiaeast,AU East,Standard_B16s_v2,,,,none,0.367,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B16s v2 Low Priority; sku=B16s v2 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Epdsv5 Series,vm,eastasia,AP East,Standard_E32pds_v5,,,,none,2.248,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32pds v5; sku=Standard_E32pds_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dav4 Series,vm,eastus,US East,Standard_D2a_v4,,,,none,0.0192,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D2a v4/D2as v4 Low Priority; sku=D2a v4 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edv5 Series,vm,japaneast,JA East,Standard_E64d_v5,,,,none,5.568,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E64d v5; sku=Standard_E64d_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,DCadsv5-series Linux,vm,southeastasia,AP Southeast,Standard_DC32ads_v5,,,,none,2.064,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC32ads v5; sku=Standard_DC32ads_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv7 Series,vm,uksouth,UK South,Standard_E2as_v7,,,,none,0.025687,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E2as v7 Spot; sku=E2as v7 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Bsv2 Series,vm,westeurope,EU West,Standard_B32ls_v2,,,,none,0.272,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B32ls v2 Low Priority; sku=B32ls v2 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines FXmdsv2 Series,vm,westus3,US West 3,Standard_FX8-2mds_v2,,,,none,0.202171,hour,USD,Consumption,Azure Retail Prices API raw row; meter=FX8-2mds v2 Spot; sku=FX8-2mds v2 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dadsv6 Series,vm,australiaeast,AU East,Standard_D16ads_v6,,,,none,0.211781,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D16ads v6 Spot; sku=D16ads v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Easv5 Series CloudServices,vm,eastasia,AP East,Standard_E32-16as_v5,,,,none,1.552,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32-16as v5 Low Priority; sku=E32-16as v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Basv2 Series Cloud Services,vm,eastus,US East,Standard_B16als_v2,,,,none,0.606,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B16als v2; sku=B16als v2.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dpsv6 Series,vm,japaneast,JA East,Standard_D32ps_v6,,,,none,0.266666,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D32ps v6 Spot; sku=D32ps v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Bsv2 Series,vm,southeastasia,AP Southeast,Standard_B8ls_v2,,,,none,0.0748,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B8ls v2 Low Priority; sku=B8ls v2 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv5 Series,vm,uksouth,UK South,Standard_E96ds_v5,,,,none,1.622,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E96ds v5 Low Priority; sku=E96ds v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ddsv5 Series,vm,westeurope,EU West,Standard_D48ds_v5,,,,none,0.603187,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D48ds v5 Spot; sku=Standard_D48ds_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv6 Series,vm,westus3,US West 3,Standard_E32s_v6,,,,none,0.391222,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32s v6 Spot; sku=E32s v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines BS Series,vm,australiaeast,AU East,Standard_B2s,,,,none,0.0528,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B2s; sku=B2s.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ev5 Series,vm,eastasia,AP East,Standard_E8_v5,,,,none,0.668,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E8 v5; sku=Standard_E8_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,DCdsv3 Series Linux,vm,eastus,US East,Standard_DC32ds_v3,,,,none,3.616,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC32ds_v3; sku=standard_DC32ds_v3.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dnldsv6 Series Linux,vm,japaneast,JA East,Standard_D4nlds_v6,,,,none,0.0706,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D4nlds v6 Spot; sku=D4nlds v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Eadsv7 Series,vm,southeastasia,AP Southeast,Standard_E8-2ads_v7,,,,none,0.729,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E8-2ads v7; sku=E8-2ads v7.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv6 Series,vm,uksouth,UK South,Standard_E96-48s_v6,,,,none,0.89508,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E96-48s v6 Spot; sku=E96-48s v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Eadsv5 Series,vm,westeurope,EU West,Standard_E64ads_v5,,,,none,5.056,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E64ads v5; sku=E64ads v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv6 Series,vm,westus3,US West 3,Standard_E96as_v6,,,,none,1.057426,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E96as v6 Spot; sku=E96as v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ev4 Series,vm,australiaeast,AU East,Standard_E20_v4,,,,none,0.302,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E20 v4 Low Priority; sku=E20 v4 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dasv7 Series,vm,eastasia,AP East,Standard_D32as_v7,,,,none,0.371448,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D32as v7 Spot; sku=D32as v7 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DCadsv6 series,vm,eastus,US East,Standard_DC16ads_v6,,,,none,0.912,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC16adsv6; sku=DC16adsv6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Epdsv6 Series,vm,japaneast,JA East,Standard_E32pds_v6,,,,none,2.406,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32pds v6; sku=E32pds v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,ECadsv5-series Linux,vm,southeastasia,AP Southeast,Standard_EC2ads_v5,,,,none,0.029383,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC2ads_v5 Spot; sku=Standard_EC2ads_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines FXmdsv2 Series,vm,uksouth,UK South,Standard_FX16-4mds_v2,,,,none,2.758,hour,USD,Consumption,Azure Retail Prices API raw row; meter=FX16-4mds v2; sku=FX16-4mds v2.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv7-series Linux,vm,westeurope,EU West,Standard_E16s_v7,,,,none,1.734,hour,USD,Consumption,Azure Retail Prices API raw row; meter=Standard_E16s_v7; sku=Standard_E16s_v7.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Eadsv6 Series,vm,westus3,US West 3,Standard_E96-48ads_v6,,,,none,1.288056,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E96-48ads v6 Spot; sku=E96-48ads v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Famdsv7 Series,vm,australiaeast,AU East,Standard_F16-4amds_v7,,,,none,0.404527,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F16-4amds v7 Spot; sku=F16-4amds v7 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Famdsv7 Series,vm,eastasia,AP East,Standard_F8-2amds_v7,,,,none,0.222869,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F8-2amds v7 Spot; sku=F8-2amds v7 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines ECadsccv5 Series,vm,eastus,US East,Standard_EC48ads_cc_v5,,,,none,3.144,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC48adscc v5; sku=Standard_EC48ads_cc_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Famsv6 Series,vm,japaneast,JA East,Standard_F8ams_v6,,,,none,0.172234,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F8ams v6 Spot; sku=F8ams v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv5 Series,vm,southeastasia,AP Southeast,Standard_E8-2s_v5,,,,none,0.112723,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E8-2s v5 Spot; sku=E8-2s v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dsv5 Series,vm,uksouth,UK South,Standard_D48s_v5,,,,none,0.34632,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D48s v5 Spot; sku=Standard_D48s_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Epsv6 Series,vm,westeurope,EU West,Standard_E4ps_v6,,,,none,0.22,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E4ps v6; sku=E4ps v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv5 Series,vm,westus3,US West 3,Standard_E20ds_v5,,,,none,1.44,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E20ds v5; sku=E20ds v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines NVSv3 Series,vm,australiaeast,AU East,Standard_NV24s_v3,,,,none,0.636,hour,USD,Consumption,Azure Retail Prices API raw row; meter=NV24s v3 Low Priority; sku=NV24s v3 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv4 Series,vm,eastasia,AP East,Standard_E32-16ds_v4,,,,none,0.51744,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32-16ds v4 Spot; sku=E32-16ds v4 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dalsv7 Series,vm,eastus,US East,Standard_D2als_v7,,,,none,0.0804,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D2als v7; sku=D2als v7.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Eav4 Series,vm,japaneast,JA East,Standard_E4a_v4,,,,none,0.304,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E4a v4/E4as v4; sku=E4a v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines ECasccv5 Series,vm,southeastasia,AP Southeast,Standard_EC32as_cc_v5,,,,none,0.435,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC32ascc v5 Low Priority; sku=Standard_EC32as_cc_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Daldsv6 Series,vm,uksouth,UK South,Standard_D32alds_v6,,,,none,0.355,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D32alds v6 Low Priority; sku=D32alds v6 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DSv2 Series,vm,westeurope,EU West,Standard_DS12_v2,,,,none,0.070039,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DS12 v2 Spot; sku=DS12 v2 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dav4 Series,vm,westus3,US West 3,Standard_D48a_v4,,,,none,2.304,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D48a v4/D48as v4; sku=D48a v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Basv2 Series,vm,australiaeast,AU East,Standard_B4as_v2,,,,none,0.171,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B4as v2 Spot; sku=B4as v2 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,DCasv5-series Linux,vm,eastasia,AP East,Standard_DC32as_v5,,,,none,1.904,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC32as v5; sku=Standard_DC32as_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Epsv6 Series,vm,eastus,US East,Standard_E2ps_v6,,,,none,0.029172,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E2ps v6 Spot; sku=E2ps v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines FXmsv2 Series,vm,japaneast,JA East,Standard_FX48-24ms_v2,,,,none,7.704,hour,USD,Consumption,Azure Retail Prices API raw row; meter=FX48-24ms v2; sku=FX48-24ms v2.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Bpsv2 Series,vm,southeastasia,AP Southeast,Standard_B8pls_v2,,,,none,0.3,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B8pls v2; sku=B8pls v2.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DCasv6 series,vm,uksouth,UK South,Standard_DC16as_v6,,,,none,0.156156,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC16asv6 Spot; sku=DC16asv6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,DCadsv5-series Linux,vm,westeurope,EU West,Standard_DC32ads_v5,,,,none,0.3696,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC32ads v5 Spot; sku=Standard_DC32ads_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Dadsv5 Series Cloud Services,vm,westus3,US West 3,Standard_D16ads_v5,,,,none,1.56,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D16ads v5; sku=Standard_D16ads_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dsv7-series Linux,vm,australiaeast,AU East,Standard_D192s_v7,,,,none,15.241,hour,USD,Consumption,Azure Retail Prices API raw row; meter=Standard_D192s_v7; sku=Standard_D192s_v7.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,ECasv5-series Linux,vm,eastasia,AP East,Standard_EC96ias_v5,,,,none,1.468421,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC96ias_v5 Spot; sku=Standard_EC96ias_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DCadsv6 series,vm,eastus,US East,Standard_DC2ads_v6,,,,none,0.114,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC2adsv6; sku=DC2adsv6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dalsv6 Series,vm,japaneast,JA East,Standard_D4als_v6,,,,none,0.038623,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D4als v6 Spot; sku=D4als v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Basv2 Series,vm,southeastasia,AP Southeast,Standard_B16als_v2,,,,none,0.6021,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B16als v2 Spot; sku=B16als v2 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,DCsv3 Series Linux,vm,uksouth,UK South,Standard_DC48s_v3,,,,none,5.328,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC48s_v3; sku=standard_DC48s_v3.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Bsv2 Series,vm,westeurope,EU West,Standard_B32s_v2,,,,none,0.307,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B32s v2 Low Priority; sku=B32s v2 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines F Series,vm,westus3,US West 3,Standard_F2,,,,none,0.0199,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F2/F2s Low Priority; sku=F2 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines NCasT4 v3 Series,vm,australiaeast,AU East,Standard_NC8as_T4_v3,,,,none,0.978,hour,USD,Consumption,Azure Retail Prices API raw row; meter=NC8as T4 v3; sku=NC8as T4 v3.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dsv5 Series,vm,eastasia,AP East,Standard_D48s_v5,,,,none,0.634,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D48s v5 Low Priority; sku=Standard_D48s_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines ECadsv6 series Linux,vm,eastus,US East,Standard_EC2ads_v6,,,,none,0.145,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC2adsv6; sku=EC2adsv6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Eadsv5 Series,vm,japaneast,JA East,Standard_E4-2ads_v5,,,,none,0.058766,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E4-2ads v5 Spot; sku=E4-2ads v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv4 Series,vm,southeastasia,AP Southeast,Standard_E2ds_v4,,,,none,0.174,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E2ds v4; sku=E2ds v4.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
